"","receta","ingredientes"
"12336",1375,"bottle chili powder"
"12337",1376,"lemon cake wpudding"
"12338",1376,"thawed cool whip"
"12339",1376,"powdered sugar"
"12340",1377,"cheddar cheese"
"12341",1377,"jalapeno chiles"
"12342",1378,"granulated sugar"
"12343",1378,"cream tartar"
"12344",1378,"cream"
"12345",1378,"butter"
"12346",1378,"vanilla"
"12347",1378,"semisweet chocolate chips"
"12348",1378,"english walnuts"
"12349",1379,"eggplants"
"12350",1379,"onions"
"12351",1379,"mushrooms"
"12352",1379,"fresh tomatoes"
"12353",1379,"dried marj"
"12354",1379,"dried thyme"
"12355",1379,"sweet hungarian paprika"
"12356",1379,"salt freshly black pepper taste"
"12357",1379,"brown rice"
"12358",1379,"fresh lemon juice"
"12359",1379,"fresh parsley"
"12360",1379,"pine nuts"
"12361",1379,"eggs"
"12362",1379,"bread crumbs"
"12363",1379,"pine nuts"
"12364",1379,"fresh parsley"
"12365",1379,"bell pepper slivers"
"12366",1380,"strong cheddar"
"12367",1380,"lard lard subs"
"12368",1380,"plain flour"
"12369",1380,"salt"
"12370",1380,"pepper"
"12371",1380,"cayenne"
"12372",1381,"whites"
"12373",1381,"granulated sugar"
"12374",1381,"purpose flour"
"12375",1381,"butter"
"12376",1381,"water"
"12377",1381,"vanilla"
"12378",1381,"cream"
"12379",1382,"dried pinto beans"
"12380",1382,"tumbleweed greens"
"12381",1382,"wild rice"
"12382",1382,"sunflower"
"12383",1382,"herb flav"
"12384",1382,"fresh chives"
"12385",1382,"garlic cloves"
"12386",1382,"black pepper"
"12387",1382,"salt"
"12388",1382,"chive blossoms"
"12389",1383,""
"12390",1383,"butter"
"12391",1383,"anchovies"
"12392",1383,"blac olive pesto"
"12393",1383,"capers"
"12394",1383,"highquality white bread"
"12395",1384,"tuna"
"12396",1384,"cottage cheese"
"12397",1384,"bread"
"12398",1384,"butter"
"12399",1384,"flour"
"12400",1384,"paprika"
"12401",1384,"milk"
"12402",1384,"cheddar cheese"
"12403",1384,"melted butter"
"12404",1385,"wide noodles"
"12405",1385,"cream celery soup"
"12406",1385,"evap"
"12407",1385,"cracker crumbs"
"12408",1385,"cheddar cheese"
"12409",1385,"tuna"
"12410",1385,"regular milk"
"12411",1386,"hard eggs"
"12412",1386,"tuna"
"12413",1386,"celery"
"12414",1386,"kraft real mayonnaise"
"12415",1386,"velveeta pasteurized process cheese spread"
"12416",1386,"kraft real mayonnaise"
"12417",1386,"milk"
"12418",1386,"stuffed green olive slices"
"12419",1387,"navel"
"12420",1387,"orangejuice concentrate"
"12421",1387,"fresh thyme"
"12422",1387,"sauce"
"12423",1387,"garlic"
"12424",1387,"freshly black pepper"
"12425",1387,"inchthick tuna steak"
"12426",1387,"shiitake mushrooms"
"12427",1388,"lemonflav"
"12428",1388,"boiling water"
"12429",1388,"apple juice"
"12430",1388,"starkistâ® tuna"
"12431",1388,"apple"
"12432",1388,"pecans"
"12433",1388,"celery"
"12434",1388,"reducedcal"
"12435",1388,"lowfat milk"
"12436",1389,"rotini drained"
"12437",1389,"turkey meat"
"12438",1389,"frozen mixed vegetables thawed"
"12439",1389,"skim milk room temperature"
"12440",1389,"lowfat cream mushroom soup"
"12441",1389,"fatfree cheddar cheese grated"
"12442",1389,"garlic powder"
"12443",1389,"black pepper"
"12444",1389,"fatfree cheddar cheese grated"
"12445",1390,"onion"
"12446",1390,"olive"
"12447",1390,"turkey"
"12448",1390,"garlic cloves"
"12449",1390,"chili powder"
"12450",1390,"black pepper"
"12451",1390,"cumin"
"12452",1390,"black beans"
"12453",1390,"tomatoes juice"
"12454",1390,"tomato paste"
"12455",1390,"selfreduced chicken broth"
"12456",1390,"frozen"
"12457",1390,"onion"
"12458",1391,"neck giblets pound turkey"
"12459",1391,"chicken broth"
"12460",1391,"water"
"12461",1391,"celery"
"12462",1391,"carrot"
"12463",1391,"onion quartered"
"12464",1391,"leaf"
"12465",1391,"fresh flatleafed parsley sprigs"
"12466",1391,"dried thyme"
"12467",1391,"black pepperc"
"12468",1392,"fresh turkey tenderloin"
"12469",1392,"chicken breast"
"12470",1392,"divided bran cereal"
"12471",1392,"salt"
"12472",1392,"pepper"
"12473",1392,"whites"
"12474",1392,"lowfat evap"
"12475",1392,"paprika"
"12476",1392,"peanut"
"12477",1393,"onion"
"12478",1393,"butter"
"12479",1393,"leaf"
"12480",1393,"thyme"
"12481",1393,"chicken"
"12482",1393,"tomatoes peeled"
"12483",1393,"salt pepper"
"12484",1393,"shredded turkey"
"12485",1394,"water"
"12486",1394,"converted rice"
"12487",1394,"turmeric"
"12488",1394,"chili powder"
"12489",1394,"leaf"
"12490",1395,"turnips"
"12491",1395,"butter"
"12492",1395,"chicken consomme"
"12493",1395,"sugar"
"12494",1395,"salt"
"12495",1395,"black pepper"
"12496",1395,"frozen peas"
"12497",1395,"shelled fresh young peas"
"12498",1395,"croutons"
"12499",1396,"german chocolate cake"
"12500",1396,"butter"
"12501",1396,"milk"
"12502",1396,"caramels"
"12503",1396,"nuts"
"12504",1396,"chocolate chips"
"12505",1397,""
"12506",1397,"caraway seeds"
"12507",1397,"garlic powder"
"12508",1397,"cayenne"
"12509",1397,"fennel seeds"
"12510",1397,"aniseed"
"12511",1397,"cumin"
"12512",1397,"turmeric"
"12513",1397,"black peper"
"12514",1398,""
"12515",1398,"cream"
"12516",1398,"vanilla"
"12517",1398,"salt"
"12518",1398,"confectioners sugar"
"12519",1398,"squares melted chocolate"
"12520",1398,"butter"
"12521",1398,"nuts"
"12522",1399,"flour"
"12523",1399,"sugar"
"12524",1399,"baking powder"
"12525",1399,"salt"
"12526",1399,"vegetable"
"12527",1399,"water"
"12528",1399,"vanilla"
"12529",1399,"yolks"
"12530",1399,"whites"
"12531",1399,"cream tartar"
"12532",1399,"flour"
"12533",1399,"butter crisco mixture"
"12534",1399,"sugar"
"12535",1399,"milk"
"12536",1399,"vanilla"
"12537",1400,"white beans"
"12538",1400,"green beans"
"12539",1400,"celery"
"12540",1400,"green onion"
"12541",1400,"onion"
"12542",1400,"potato"
"12543",1400,"butter"
"12544",1400,"unbleached flour"
"12545",1400,"beef broth"
"12546",1400,"salt"
"12547",1400,"pepper garnish"
"12548",1400,"parsley"
"12549",1401,"cucumbers"
"12550",1401,"plain yogurt"
"12551",1401,"garlic clove"
"12552",1401,"olive"
"12553",1401,"salt pepper taste"
"12554",1401,"parsley"
"12555",1402,"yeast"
"12556",1402,"warm water"
"12557",1402,"dissolve yeast"
"12558",1402,"water"
"12559",1402,"strong coffee"
"12560",1402,"blackstrap molasses"
"12561",1402,"molasses"
"12562",1402,"coffee"
"12563",1402,"flour"
"12564",1402,"buckwheat flour"
"12565",1402,"salt"
"12566",1403,"peeled"
"12567",1403,"juice small lemons"
"12568",1403,"herbal salt substitute"
"12569",1403,"salt"
"12570",1403,"honey"
"12571",1403,"nonfat plain yogurt"
"12572",1403,"spring water"
"12573",1403,"turkey"
"12574",1403,"tomato"
"12575",1403,"herbal salt substitute"
"12576",1403,"white pepper taste"
"12577",1403,"fresh dill sprigs sour"
"12578",1403,"cream"
"12579",1404,"vegetable spray"
"12580",1404,"chicken drumsticks"
"12581",1404,"chicken breast halved"
"12582",1404,"water"
"12583",1404,"yogurt plain nonfat"
"12584",1404,"italian bread crumbs dried"
"12585",1404,"flour purpose"
"12586",1404,"seasoning"
"12587",1404,"garlic powder"
"12588",1404,"creole seasoning"
"12589",1404,"fresh black pepper"
"12590",1404,"cayenne pepper"
"12591",1404,"thyme dried"
"12592",1404,"basil dried"
"12593",1404,"oregano dried"
"12594",1405,"chicken breast"
"12595",1405,"yogurt"
"12596",1405,"apricot preserves"
"12597",1405,"dijon mustard"
"12598",1406,"water"
"12599",1406,"water"
"12600",1406,"milk"
"12601",1406,"flour purpose"
"12602",1406,"dsrt vanilla"
"12603",1406,"shortening"
"12604",1406,"salt table"
"12605",1407,"butter"
"12606",1407,"flour"
"12607",1407,"milk"
"12608",1407,"yolks"
"12609",1407,"whites"
"12610",1407,"salt"
"12611",1407,"cream tartar"
"12612",1407,"sugar"
"12613",1407,"vanilla"
"12614",1407,"grand marnier"
"12615",1407,"whipped cream"
"12616",1408,"pasta"
"12617",1408,"white"
"12618",1408,"kasha"
"12619",1408,"water"
"12620",1408,"salt"
"12621",1408,"mushrooms"
"12622",1408,"onion"
"12623",1408,"plain yogurt"
"12624",1409,"veal shoulder"
"12625",1409,"flour"
"12626",1409,"salt"
"12627",1409,"pepper"
"12628",1409,"dried thyme"
"12629",1409,"onion"
"12630",1409,"clove garlic"
"12631",1409,"pimento stuffed olives"
"12632",1409,"fresh mushrooms"
"12633",1409,"leaf"
"12634",1409,"tomatoes"
"12635",1409,"white wine"
"12636",1409,"fresh parsley"
"12637",1410,"veal"
"12638",1410,"butter"
"12639",1410,"lemon juice"
"12640",1410,"parsley"
"12641",1410,"salt"
"12642",1410,"pepper"
"12643",1410,"flour"
"12644",1411,"olive"
"12645",1411,"veal stew meat"
"12646",1411,"carrots"
"12647",1411,"onion"
"12648",1411,"flour"
"12649",1411,"chicken stock"
"12650",1411,"italian plum tomatoes"
"12651",1411,"white wine"
"12652",1411,"garlic cloves"
"12653",1411,"parsley sprigs"
"12654",1411,"leaf"
"12655",1411,"thyme"
"12656",1411,"basil"
"12657",1411,"salt pepper"
"12658",1411,"bell pepper"
"12659",1411,"parsley"
"12660",1411,"green onions"
"12661",1411,"garlic"
"12662",1411,"lemon peel"
"12663",1411,"fettuccine"
"12664",1411,"butter"
"12665",1412,"plain dried bread crumbs"
"12666",1412,"purpose flour"
"12667",1412,"salt"
"12668",1412,"pepper"
"12669",1412,"veal cutlets preferably"
"12670",1412,"reducedcal"
"12671",1412,"fontina cheese"
"12672",1413,"purpose flour"
"12673",1413,"cake compressed yeast"
"12674",1413,"lukewarm water"
"12675",1413,"salt"
"12676",1413,"vegatable"
"12677",1413,"thin honey"
"12678",1414,"margarine"
"12679",1414,"onions"
"12680",1414,"cloves garlic"
"12681",1414,"cashews"
"12682",1414,"bread"
"12683",1414,"vegetable stock"
"12684",1414,"salt pepper"
"12685",1414,"nutmeg"
"12686",1414,"lemon juice"
"12687",1414,"bread crumbs"
"12688",1414,"margarine"
"12689",1414,"onions"
"12690",1414,"celery"
"12691",1414,"thyme"
"12692",1414,"marj"
"12693",1414,"parsley"
"12694",1415,"cream mushroom soup"
"12695",1415,"tuna"
"12696",1415,"chicken"
"12697",1415,"green onion"
"12698",1415,"green pepper"
"12699",1415,"slightly beaten eggs"
"12700",1415,"half half cream"
"12701",1415,"sandwich bread"
"12702",1415,"melted butter"
"12703",1415,"almonds"
"12704",1416,"green onion tops"
"12705",1416,"frozen green beans"
"12706",1416,"carrots"
"12707",1416,"bell pepper"
"12708",1416,"yellow bell pepper"
"12709",1416,"butter"
"12710",1416,"purpose flour"
"12711",1416,"salt"
"12712",1416,"white pepper"
"12713",1416,"milk"
"12714",1416,"dijon mustard"
"12715",1417,"vegetable"
"12716",1417,"eggs beaten"
"12717",1417,"rice"
"12718",1417,"celery"
"12719",1417,"bell pepper"
"12720",1417,"onion"
"12721",1417,"carrots salt taste"
"12722",1417,"sesame"
"12723",1417,"sauce"
"12724",1418,"vegetable marrow"
"12725",1418,"sugar"
"12726",1418,"preserved ginger"
"12727",1418,"lemons"
"12728",1418,"water"
"12729",1419,"soup stock"
"12730",1419,"leaves"
"12731",1419,"carrots"
"12732",1419,"celery"
"12733",1419,"onions"
"12734",1419,"rice"
"12735",1419,"tomatoes"
"12736",1419,"peas"
"12737",1419,"salt"
"12738",1419,"pepper"
"12739",1420,"wide noodles"
"12740",1420,"water packed tuna"
"12741",1420,"frozen broccoli"
"12742",1420,"green onions"
"12743",1420,"cream celery soup"
"12744",1420,"skim milk"
"12745",1420,"dried basil"
"12746",1420,"pretzel twists"
"12747",1421,"cabbage"
"12748",1421,"broccoli"
"12749",1421,"garbanzo beans"
"12750",1421,"celery"
"12751",1421,"carrots"
"12752",1421,"onion pieces"
"12753",1421,"dried onion soup"
"12754",1421,"extra vegetable want"
"12755",1422,"water"
"12756",1422,"salt"
"12757",1422,"carrots"
"12758",1422,"onions"
"12759",1422,"good garlic cloves"
"12760",1422,"scallions"
"12761",1422,"tumeric"
"12762",1422,"lots freshly black pepper"
"12763",1422,"handful parsley"
"12764",1423,"sunflower seed"
"12765",1423,"demerara sugar"
"12766",1423,"eggs"
"12767",1423,"milk"
"12768",1423,"vanilla"
"12769",1423,"pastry flour"
"12770",1423,"baking powder"
"12771",1423,"salt"
"12772",1423,"poppyseeds"
"12773",1423,"lemon zest"
"12774",1423,"demerara sugar"
"12775",1423,"lemon juice"
"12776",1423,"lemon zest slivers"
"12777",1424,"whites"
"12778",1424,"sugar"
"12779",1425,"brown rice"
"12780",1425,"onion"
"12781",1425,"garlic cloves"
"12782",1425,"carrots"
"12783",1425,"celery"
"12784",1425,"jalapeno pepper"
"12785",1425,"cumin"
"12786",1425,"chili powder"
"12787",1425,"vegetable stock"
"12788",1425,"leaf"
"12789",1425,"beans"
"12790",1425,"tomatoes"
"12791",1425,"salt"
"12792",1425,"parsley"
"12793",1425,"cilantro"
"12794",1426,"inch venison chops"
"12795",1426,"onion"
"12796",1426,"white rice"
"12797",1426,"large fresh tomato"
"12798",1426,"large green bell pepper"
"12799",1426,"cans tomatos"
"12800",1426,"salt pepper taste"
"12801",1426,"clove garlic"
"12802",1426,"sauterne wine"
"12803",1426,"angostura bitters"
"12804",1426,"water"
"12805",1426,"juice lemon"
"12806",1427,"fresh"
"12807",1427,"good quality burgundy wine"
"12808",1427,"rack"
"12809",1427,"canola"
"12810",1427,"clove"
"12811",1427,"leaves"
"12812",1427,"venison"
"12813",1427,"balsamic vinegar"
"12814",1427,"freshly black pepper"
"12815",1427,"salt"
"12816",1428,""
"12817",1428,"bacon"
"12818",1428,"salt"
"12819",1428,"black pepper"
"12820",1428,"onions"
"12821",1428,"beet kvas"
"12822",1428,"dill freshly"
"12823",1428,"bread crumbs"
"12824",1428,"carrots shredded"
"12825",1428,"garlic clove"
"12826",1429,"strawberries"
"12827",1429,"blueberries"
"12828",1429,"granulated sugar"
"12829",1429,"orange juice"
"12830",1429,"plus"
"12831",1429,"seedless raspberry"
"12832",1429,"cinnamon"
"12833",1429,"blackberries"
"12834",1429,"thin"
"12835",1429,"lemon juice"
"12836",1430,"unbleached flour"
"12837",1430,"wheat flour"
"12838",1430,"sugar"
"12839",1430,"baking powder"
"12840",1430,"baking soda"
"12841",1430,"salt"
"12842",1430,"whites"
"12843",1430,"buttermilk"
"12844",1430,"margarine"
"12845",1430,"vanilla extract"
"12846",1430,"rasperries"
"12847",1430,"blackberries"
"12848",1430,"blueberries"
"12849",1430,"strawberries"
"12850",1431,"active yeast"
"12851",1431,"dark brown sugar"
"12852",1431,"warm water"
"12853",1431,"salt"
"12854",1431,"purpose flour"
"12855",1431,"bagel toppings choice"
"12856",1432,"cloves garlic"
"12857",1432,"allspice"
"12858",1432,"pepper"
"12859",1432,"salt"
"12860",1432,"water"
"12861",1432,"cumin"
"12862",1433,"boxes frozen lima"
"12863",1433,"bacon"
"12864",1433,"onion"
"12865",1433,"bell pepper"
"12866",1433,"garlic cloves"
"12867",1433,"salt"
"12868",1433,"sugar"
"12869",1433,"flour"
"12870",1433,"canned tomatoes"
"12871",1433,"salt pepper taste"
"12872",1434,"purpose flour"
"12873",1434,"baking powder"
"12874",1434,"eggs"
"12875",1434,"milk"
"12876",1434,"kirsch"
"12877",1434,"sugar"
"12878",1434,"salt"
"12879",1434,"melted butter"
"12880",1434,"butter"
"12881",1434,"vanilla"
"12882",1435,"cotija cheese"
"12883",1435,"olive"
"12884",1436,"apple"
"12885",1436,"orange pineapple juice"
"12886",1436,"cloves"
"12887",1436,"sticks cinnamon"
"12888",1436,"sugar"
"12889",1436,"lemon juice"
"12890",1437,"cool whip"
"12891",1437,"pistachio instant pudding"
"12892",1437,"pineapple"
"12893",1437,"mini marshmallows"
"12894",1437,"walnuts"
"12895",1437,"maraschino cherries"
"12896",1438,"sugar"
"12897",1438,"water"
"12898",1438,"evenlyshaped watermelon"
"12899",1438,"brandy"
"12900",1438,"lemonlime soda"
"12901",1438,"cubes"
"12902",1438,"shelled pine nuts"
"12903",1439,"flour"
"12904",1439,"mixed spice"
"12905",1439,"margarine"
"12906",1439,"baking powder"
"12907",1439,"lard"
"12908",1439,"currants"
"12909",1439,"pinch salt"
"12910",1439,"sugar"
"12911",1439,"milk"
"12912",1440,"butter"
"12913",1440,"purpose flour"
"12914",1440,"salt"
"12915",1440,"pepper"
"12916",1440,"mustard"
"12917",1440,"milk"
"12918",1440,"white wine"
"12919",1440,"shredded cheddar cheese"
"12920",1440,"slices toast"
"12921",1441,"eggs"
"12922",1441,"bottle beer"
"12923",1441,"cheddar cheese"
"12924",1441,"butter"
"12925",1441,"mustard"
"12926",1441,"tabasco sauce"
"12927",1441,"toast triangles made"
"12928",1441,"bread"
"12929",1441,"triangles size bread triangles"
"12930",1442,"hoist sauce"
"12931",1442,"rice vinegar"
"12932",1442,"sauce"
"12933",1442,"dijon mustard"
"12934",1442,"fresh ginger root"
"12935",1442,"anise seeds"
"12936",1442,"cloves garlic"
"12937",1443,"zucchini"
"12938",1443,"eggs"
"12939",1443,"vanilla"
"12940",1443,"milk"
"12941",1443,"sugar"
"12942",1443,"semisweet chocolate pieces"
"12943",1443,"wheat germ"
"12944",1443,"flour"
"12945",1443,"cocoa"
"12946",1443,"baking powder"
"12947",1443,"salt"
"12948",1443,"cinnamon"
"12949",1443,"cloves"
"12950",1444,"butter"
"12951",1444,"flour"
"12952",1444,"icing sugar"
"12953",1445,"white beans"
"12954",1445,"water"
"12955",1445,"salt freshly black pepper"
"12956",1445,"olive"
"12957",1445,"wine vinegar"
"12958",1445,"garlic"
"12959",1445,"sundried tomatoes"
"12960",1445,"onions"
"12961",1445,"fresh basil"
"12962",1445,"shrimp"
"12963",1446,"onion"
"12964",1446,"yellow bell pepper"
"12965",1446,"jalapeno chili"
"12966",1446,"garlic"
"12967",1446,"vegetable"
"12968",1446,"flour"
"12969",1446,"chicken broth"
"12970",1446,"dried"
"12971",1446,"dried cumin"
"12972",1446,"chili powder"
"12973",1446,"great"
"12974",1446,"cubed turkey"
"12975",1446,"salt pepper taste"
"12976",1446,"green pepper"
"12977",1446,"tomato"
"12978",1447,"vegetable cooking spray"
"12979",1447,"collard greens"
"12980",1447,"onion"
"12981",1447,"stalk celery"
"12982",1447,"carrot"
"12983",1447,"fresh mushrooms"
"12984",1447,"fresh thyme"
"12985",1447,"bouquet garni"
"12986",1447,"pepper"
"12987",1447,"water"
"12988",1447,"concentrated soup base"
"12989",1447,"french beans"
"12990",1447,"mixed vegetables"
"12991",1447,"salt"
"12992",1447,"lemon zest"
"12993",1447,"fresh cilantro"
"12994",1447,"freshly black pepper"
"12995",1448,"gelatine leaves"
"12996",1448,"white chocolate"
"12997",1448,"yolk"
"12998",1448,"cointreau"
"12999",1448,"cream"
"13000",1448,"kiwi fruits"
"13001",1448,"icing sugar"
"13002",1448,"lemon slices"
"13003",1448,"strawberries"
"13004",1449,"fish filets"
"13005",1449,"sherry"
"13006",1449,"sugar"
"13007",1449,"thin sauce"
"13008",1449,"fresh ginger"
"13009",1449,"cloud black fungus"
"13010",1449,"chicken stock"
"13011",1449,"szechwan soybean paste"
"13012",1449,"sesame"
"13013",1450,"warm water"
"13014",1450,"active yeast"
"13015",1450,"cups unbleached"
"13016",1450,"salt"
"13017",1450,"sugar"
"13018",1450,"butter"
"13019",1451,""
"13020",1451,"sugar"
"13021",1451,"whites"
"13022",1451,"baking powder"
"13023",1451,"flour"
"13024",1451,"salt"
"13025",1451,"buttermilk"
"13026",1451,"vanilla"
"13027",1451,"almond flav"
"13028",1452,"bottle white wine"
"13029",1452,"brandy"
"13030",1452,"superfine sugar"
"13031",1452,"cubes"
"13032",1452,"lime slices"
"13033",1452,"lemon slices"
"13034",1452,"orange slices"
"13035",1452,"seltzer water"
"13036",1453,"pound roast"
"13037",1453,"salt cracked black pepper"
"13038",1453,"vegetable"
"13039",1453,"jalapenos"
"13040",1453,"garlic"
"13041",1453,"fresh cilantro"
"13042",1454,""
"13043",1454,"sour cream"
"13044",1454,"sugar"
"13045",1454,"vinegar"
"13046",1454,"pepper"
"13047",1454,"salt"
"13048",1455,"cultivated mushrooms"
"13049",1455,"large oyster mushrooms"
"13050",1455,"shiitakes"
"13051",1455,"chantarelles"
"13052",1455,"butter"
"13053",1455,"onion"
"13054",1455,"cognac"
"13055",1455,"wine"
"13056",1455,"julienned"
"13057",1455,"eggs"
"13058",1455,"heavy cream"
"13059",1455,"creme fraiche"
"13060",1455,"cloves garlic"
"13061",1455,"basil leaves"
"13062",1455,"sprigs fresh thyme"
"13063",1455,"sprigs rosemary"
"13064",1455,"salt pepper taste"
"13065",1455,"lasagne noodles"
"13066",1455,"older cheese"
"13067",1456,"onion"
"13068",1456,"chili pepper"
"13069",1456,"parboiled rice wild"
"13070",1456,"rice"
"13071",1456,"decilitersvegetable broth optional garnish"
